Año,Trimestre,Provincia,Banda ancha fija,Dial up,Total,provincia_id,año_id
2018,3,Tierra Del Fuego,45056,5080.0,45564,22,4
2018,3,Tucumán,171135,310.0,171166,23,4
2018,2,Buenos Aires,3490134,105650.0,3500699,0,4
2018,2,Capital Federal,1362498,66880.0,1369186,1,4
2018,2,Catamarca,34078,110.0,34089,2,4
2018,2,Chaco,98509,120.0,98521,3,4
2018,2,Chubut,98137,24270.0,100564,4,4
2018,2,Córdoba,712979,940.0,713073,5,4
2018,2,Corrientes,97946,110.0,97957,6,4
2018,2,Entre Ríos,199937,480.0,199985,7,4
2018,2,Formosa,44554,0.0,44554,8,4
2018,2,Jujuy,45132,10.0,45133,9,4
2018,2,La Pampa,82177,2440.0,82421,10,4
2018,2,La Rioja,51931,170.0,51948,11,4
2018,2,Mendoza,199468,14840.0,200952,12,4
2018,2,Misiones,106147,0.0,106147,13,4
2018,2,Neuquén,113842,20060.0,115848,14,4
2018,2,Río Negro,111176,10590.0,112235,15,4
2018,2,Salta,134166,10.0,134167,16,4
2018,2,San Juan,63443,6580.0,64101,17,4
2018,2,San Luis,21168,3000.0,21468,18,4
2018,2,Santa Cruz,33970,4350.0,34405,19,4
2018,2,Santa Fe,684243,3090.0,684552,20,4
2018,2,Santiago Del Estero,83773,20.0,83775,21,4
2018,2,Tierra Del Fuego,44199,5080.0,44707,22,4
2018,2,Tucumán,169926,310.0,169957,23,4
2018,1,Buenos Aires,3464882,105640.0,3475446,0,4
2018,1,Capital Federal,1359882,66880.0,1366570,1,4
2018,1,Catamarca,33934,110.0,33945,2,4
2018,1,Chaco,96925,120.0,96937,3,4
2018,1,Chubut,95532,24270.0,97959,4,4
2018,1,Córdoba,713825,1010.0,713926,5,4
2018,1,Corrientes,94406,110.0,94417,6,4
2018,1,Entre Ríos,197346,480.0,197394,7,4
2018,1,Formosa,32328,0.0,32328,8,4
2018,1,Jujuy,44405,10.0,44406,9,4
2018,1,La Pampa,82668,3960.0,83064,10,4
2018,1,La Rioja,52228,170.0,52245,11,4
2018,1,Mendoza,199463,14840.0,200947,12,4
2018,1,Misiones,103580,0.0,103580,13,4
2018,1,Neuquén,115897,20060.0,117903,14,4
2018,1,Río Negro,110057,10620.0,111119,15,4
2018,1,Salta,133182,10.0,133183,16,4
2018,1,San Juan,62610,6580.0,63268,17,4
2018,1,San Luis,21096,3000.0,21396,18,4
2018,1,Santa Cruz,33970,4350.0,34405,19,4
2018,1,Santa Fe,679717,3090.0,680026,20,4
2018,1,Santiago Del Estero,82916,20.0,82918,21,4
2018,1,Tierra Del Fuego,31106,5080.0,31614,22,4
2018,1,Tucumán,168026,310.0,168057,23,4
2017,4,Buenos Aires,3171206,106900.0,3181896,0,5
2017,4,Capital Federal,1575418,69060.0,1582324,1,5
2017,4,Catamarca,29548,100.0,29558,2,5
2017,4,Chaco,96603,120.0,96615,3,5
2017,4,Chubut,91012,24280.0,93440,4,5
2017,4,Córdoba,709874,1050.0,709979,5,5
2017,4,Corrientes,93760,110.0,93771,6,5
2017,4,Entre Ríos,193654,490.0,193703,7,5
2017,4,Formosa,32056,0.0,32056,8,5
2017,4,Jujuy,43551,10.0,43552,9,5
2017,4,La Pampa,81675,3960.0,82071,10,5
2017,4,La Rioja,52177,170.0,52194,11,5
2017,4,Mendoza,178661,14900.0,180151,12,5
2017,4,Misiones,103895,0.0,103895,13,5
2017,4,Neuquén,114965,20060.0,116971,14,5
2017,4,Río Negro,108702,10620.0,109764,15,5
2017,4,Salta,132811,10.0,132812,16,5
2017,4,San Juan,57965,6590.0,58624,17,5
2017,4,San Luis,14604,3000.0,14904,18,5
2017,4,Santa Cruz,29018,4340.0,29452,19,5
2017,4,Santa Fe,672137,3230.0,672460,20,5
2017,4,Santiago Del Estero,68842,20.0,68844,21,5
2017,4,Tierra Del Fuego,28346,5080.0,28854,22,5
2017,4,Tucumán,162298,340.0,162332,23,5
2017,3,Buenos Aires,3046758,112020.0,3057960,0,5
2017,3,Capital Federal,1563289,70700.0,1570359,1,5
2017,3,Catamarca,33467,110.0,33478,2,5
2017,3,Chaco,93747,120.0,93759,3,5
2017,3,Chubut,81067,24770.0,83544,4,5
2017,3,Córdoba,696536,1080.0,696644,5,5
2017,3,Corrientes,92536,120.0,92548,6,5
2017,3,Entre Ríos,185414,500.0,185464,7,5
2017,3,Formosa,32105,0.0,32105,8,5
2017,3,Jujuy,43241,10.0,43242,9,5
2017,3,La Pampa,79280,4100.0,79690,10,5
2017,3,La Rioja,51896,170.0,51913,11,5
2017,3,Mendoza,190958,15330.0,192491,12,5
2017,3,Misiones,100476,0.0,100476,13,5
2017,3,Neuquén,113755,20290.0,115784,14,5
2017,3,Río Negro,106393,11030.0,107496,15,5
2017,3,Salta,132517,10.0,132518,16,5
2017,3,San Juan,61789,6600.0,62449,17,5
2017,3,San Luis,21408,3110.0,21719,18,5
2017,3,Santa Cruz,33222,4680.0,33690,19,5
2017,3,Santa Fe,662086,2560.0,662342,20,5
2017,3,Santiago Del Estero,82792,20.0,82794,21,5
2017,3,Tierra Del Fuego,30883,5830.0,31466,22,5
2017,3,Tucumán,160979,330.0,161012,23,5
2017,2,Buenos Aires,3067430,112010.0,3078631,0,5
2017,2,Capital Federal,1592175,80160.0,1600191,1,5
2017,2,Catamarca,26692,130.0,26705,2,5
2017,2,Chaco,90597,140.0,90611,3,5
2017,2,Chubut,62245,17300.0,63975,4,5
2017,2,Córdoba,657505,1330.0,657638,5,5
2017,2,Corrientes,90085,120.0,90097,6,5
2017,2,Entre Ríos,182675,570.0,182732,7,5
2017,2,Formosa,29956,0.0,29956,8,5
2017,2,Jujuy,42656,10.0,42657,9,5
2017,2,La Pampa,72573,4490.0,73022,10,5
2017,2,La Rioja,16271,180.0,16289,11,5
2017,2,Mendoza,169302,14510.0,170753,12,5
2017,2,Misiones,99794,0.0,99794,13,5
2017,2,Neuquén,115321,21120.0,117433,14,5
2017,2,Río Negro,100621,9980.0,101619,15,5
2017,2,Salta,108540,10.0,108541,16,5
2017,2,San Juan,51261,6200.0,51881,17,5
2017,2,San Luis,12992,3150.0,13307,18,5
2017,2,Santa Cruz,26019,3690.0,26388,19,5
2017,2,Santa Fe,566918,3620.0,567280,20,5
2017,2,Santiago Del Estero,33194,20.0,33196,21,5
2017,2,Tierra Del Fuego,31938,6190.0,32557,22,5
2017,2,Tucumán,154374,370.0,154411,23,5
2017,1,Buenos Aires,3178174,112020.0,3189376,0,5
2017,1,Capital Federal,1391030,80160.0,1399046,1,5
2017,1,Catamarca,26304,130.0,26317,2,5
2017,1,Chaco,89036,140.0,89050,3,5
2017,1,Chubut,62166,17300.0,63896,4,5
2017,1,Córdoba,641066,1330.0,641199,5,5
2017,1,Corrientes,88596,120.0,88608,6,5
2017,1,Entre Ríos,180296,570.0,180353,7,5
2017,1,Formosa,29705,0.0,29705,8,5
2017,1,Jujuy,43202,10.0,43203,9,5
2017,1,La Pampa,71458,4550.0,71913,10,5
2017,1,La Rioja,16207,180.0,16225,11,5
2017,1,Mendoza,169282,14510.0,170733,12,5
2017,1,Misiones,97619,0.0,97619,13,5
2017,1,Neuquén,113227,21120.0,115339,14,5
2017,1,Río Negro,100288,10000.0,101288,15,5
2017,1,Salta,107632,10.0,107633,16,5
2017,1,San Juan,51253,6200.0,51873,17,5
2017,1,San Luis,12992,3150.0,13307,18,5
2017,1,Santa Cruz,26116,3700.0,26486,19,5
2017,1,Santa Fe,562520,3620.0,562882,20,5
2017,1,Santiago Del Estero,34473,20.0,34475,21,5
2017,1,Tierra Del Fuego,31938,6190.0,32557,22,5
2017,1,Tucumán,152734,370.0,152771,23,5
2016,4,Buenos Aires,3131499,112020.0,3142701,0,6
2016,4,Capital Federal,1393443,80160.0,1401459,1,6
2016,4,Catamarca,27021,130.0,27034,2,6
2016,4,Chaco,88833,140.0,88847,3,6
2016,4,Chubut,62035,17300.0,63765,4,6
2016,4,Córdoba,636422,1330.0,636555,5,6
2016,4,Corrientes,88084,120.0,88096,6,6
2016,4,Entre Ríos,180188,570.0,180245,7,6
2016,4,Formosa,29513,0.0,29513,8,6
2016,4,Jujuy,42624,10.0,42625,9,6
2016,4,La Pampa,71368,4600.0,71828,10,6
2016,4,La Rioja,16298,180.0,16316,11,6
2016,4,Mendoza,169274,14510.0,170725,12,6
2016,4,Misiones,97390,0.0,97390,13,6
2016,4,Neuquén,111723,21120.0,113835,14,6
2016,4,Río Negro,100020,10000.0,101020,15,6
2016,4,Salta,106934,10.0,106935,16,6
2016,4,San Juan,51301,6200.0,51921,17,6
2016,4,San Luis,12992,3150.0,13307,18,6
2016,4,Santa Cruz,26094,3700.0,26464,19,6
2016,4,Santa Fe,561470,3620.0,561832,20,6
2016,4,Santiago Del Estero,35049,20.0,35051,21,6
2016,4,Tierra Del Fuego,31938,6190.0,32557,22,6
2016,4,Tucumán,151615,370.0,151652,23,6
2016,3,Buenos Aires,3075387,112050.0,3086592,0,6
2016,3,Capital Federal,1395053,80510.0,1403104,1,6
2016,3,Catamarca,26957,130.0,26970,2,6
2016,3,Chaco,89216,140.0,89230,3,6
2016,3,Chubut,62222,17300.0,63952,4,6
2016,3,Córdoba,642458,1330.0,642591,5,6
2016,3,Corrientes,88328,120.0,88340,6,6
2016,3,Entre Ríos,181092,570.0,181149,7,6
2016,3,Formosa,27716,0.0,27716,8,6
2016,3,Jujuy,42537,10.0,42538,9,6
2016,3,La Pampa,69903,4610.0,70364,10,6
2016,3,La Rioja,16912,180.0,16930,11,6
2016,3,Mendoza,169174,14500.0,170624,12,6
2016,3,Misiones,97997,0.0,97997,13,6
2016,3,Neuquén,110491,21120.0,112603,14,6
2016,3,Río Negro,100024,10020.0,101026,15,6
2016,3,Salta,107790,10.0,107791,16,6
2016,3,San Juan,51348,6200.0,51968,17,6
2016,3,San Luis,12978,3150.0,13293,18,6
2016,3,Santa Cruz,25886,3710.0,26257,19,6
2016,3,Santa Fe,566625,3860.0,567011,20,6
2016,3,Santiago Del Estero,35658,20.0,35660,21,6
2016,3,Tierra Del Fuego,31306,6190.0,31925,22,6
2016,3,Tucumán,151282,370.0,151319,23,6
2016,2,Buenos Aires,3032776,125150.0,3045291,0,6
2016,2,Capital Federal,1384824,97600.0,1394584,1,6
2016,2,Catamarca,26543,130.0,26556,2,6
2016,2,Chaco,88235,160.0,88251,3,6
2016,2,Chubut,62116,17400.0,63856,4,6
2016,2,Córdoba,634680,2340.0,634914,5,6
2016,2,Corrientes,86932,240.0,86956,6,6
2016,2,Entre Ríos,178194,1790.0,178373,7,6
2016,2,Formosa,28801,10.0,28802,8,6
2016,2,Jujuy,41187,20.0,41189,9,6
2016,2,La Pampa,68403,4850.0,68888,10,6
2016,2,La Rioja,16718,180.0,16736,11,6
2016,2,Mendoza,169274,15500.0,170824,12,6
2016,2,Misiones,95808,70.0,95815,13,6
2016,2,Neuquén,108224,22910.0,110515,14,6
2016,2,Río Negro,99631,10730.0,100704,15,6
2016,2,Salta,104929,30.0,104932,16,6
2016,2,San Juan,51392,6210.0,52013,17,6
2016,2,San Luis,12939,3170.0,13256,18,6
2016,2,Santa Cruz,25797,3560.0,26153,19,6
2016,2,Santa Fe,563867,6070.0,564474,20,6
2016,2,Santiago Del Estero,36958,30.0,36961,21,6
2016,2,Tierra Del Fuego,30740,6190.0,31359,22,6
2016,2,Tucumán,148636,410.0,148677,23,6
2016,1,Buenos Aires,2929903,126120.0,2942515,0,6
2016,1,Capital Federal,1328079,98170.0,1337896,1,6
2016,1,Catamarca,26376,130.0,26389,2,6
2016,1,Chaco,86635,160.0,86651,3,6
2016,1,Chubut,62060,17400.0,63800,4,6
2016,1,Córdoba,609692,2340.0,609926,5,6
2016,1,Corrientes,85510,260.0,85536,6,6
2016,1,Entre Ríos,174634,1790.0,174813,7,6
2016,1,Formosa,28313,10.0,28314,8,6
2016,1,Jujuy,40287,20.0,40289,9,6
2016,1,La Pampa,65442,4870.0,65929,10,6
2016,1,La Rioja,16673,180.0,16691,11,6
2016,1,Mendoza,169257,15530.0,170810,12,6
2016,1,Misiones,92951,70.0,92958,13,6
2016,1,Neuquén,101969,22920.0,104261,14,6
2016,1,Río Negro,98745,10770.0,99822,15,6
2016,1,Salta,102423,30.0,102426,16,6
2016,1,San Juan,51373,6210.0,51994,17,6
2016,1,San Luis,12915,3170.0,13232,18,6
2016,1,Santa Cruz,25931,3560.0,26287,19,6
2016,1,Santa Fe,551378,6180.0,551996,20,6
2016,1,Santiago Del Estero,37695,30.0,37698,21,6
2016,1,Tierra Del Fuego,29867,6190.0,30486,22,6
2016,1,Tucumán,146596,410.0,146637,23,6
2015,4,Buenos Aires,2946743,126420.0,2959385,0,7
2015,4,Capital Federal,1360381,98450.0,1370226,1,7
2015,4,Catamarca,26459,130.0,26472,2,7
2015,4,Chaco,86537,160.0,86553,3,7
2015,4,Chubut,62279,17400.0,64019,4,7
2015,4,Córdoba,625835,2350.0,626070,5,7
2015,4,Corrientes,85409,260.0,85435,6,7
2015,4,Entre Ríos,173957,1800.0,174137,7,7
2015,4,Formosa,28088,10.0,28089,8,7
2015,4,Jujuy,39922,20.0,39924,9,7
2015,4,La Pampa,66054,3120.0,66366,10,7
2015,4,La Rioja,16914,180.0,16932,11,7
2015,4,Mendoza,169251,15560.0,170807,12,7
2015,4,Misiones,92846,70.0,92853,13,7
2015,4,Neuquén,105122,22940.0,107416,14,7
2015,4,Río Negro,98655,10670.0,99722,15,7
2015,4,Salta,101917,30.0,101920,16,7
2015,4,San Juan,51408,6210.0,52029,17,7
2015,4,San Luis,12901,3170.0,13218,18,7
2015,4,Santa Cruz,26047,3560.0,26403,19,7
2015,4,Santa Fe,561045,6270.0,561672,20,7
2015,4,Santiago Del Estero,39132,30.0,39135,21,7
2015,4,Tierra Del Fuego,29334,6190.0,29953,22,7
2015,4,Tucumán,146053,420.0,146095,23,7
2015,3,Buenos Aires,2916070,126950.0,2928765,0,7
2015,3,Capital Federal,1362193,98750.0,1372068,1,7
2015,3,Catamarca,26080,130.0,26093,2,7
2015,3,Chaco,85354,160.0,85370,3,7
2015,3,Chubut,62143,17400.0,63883,4,7
2015,3,Córdoba,622761,2370.0,622998,5,7
2015,3,Corrientes,84931,280.0,84959,6,7
2015,3,Entre Ríos,172252,1820.0,172434,7,7
2015,3,Formosa,27751,10.0,27752,8,7
2015,3,Jujuy,39548,20.0,39550,9,7
2015,3,La Pampa,64976,4950.0,65471,10,7
2015,3,La Rioja,16753,180.0,16771,11,7
2015,3,Mendoza,169261,15620.0,170823,12,7
2015,3,Misiones,91615,70.0,91622,13,7
2015,3,Neuquén,98376,22400.0,100616,14,7
2015,3,Río Negro,98529,10850.0,99614,15,7
2015,3,Salta,100570,30.0,100573,16,7
2015,3,San Juan,51409,6210.0,52030,17,7
2015,3,San Luis,12902,3170.0,13219,18,7
2015,3,Santa Cruz,25912,3590.0,26271,19,7
2015,3,Santa Fe,556097,6410.0,556738,20,7
2015,3,Santiago Del Estero,39394,30.0,39397,21,7
2015,3,Tierra Del Fuego,33118,6190.0,33737,22,7
2015,3,Tucumán,144272,420.0,144314,23,7
2015,2,Buenos Aires,2871079,127110.0,2883790,0,7
2015,2,Capital Federal,1336391,98930.0,1346284,1,7
2015,2,Catamarca,25666,130.0,25679,2,7
2015,2,Chaco,83832,160.0,83848,3,7
2015,2,Chubut,61745,17400.0,63485,4,7
2015,2,Córdoba,609510,2360.0,609746,5,7
2015,2,Corrientes,83288,280.0,83316,6,7
2015,2,Entre Ríos,169309,1830.0,169492,7,7
2015,2,Formosa,27013,370.0,27050,8,7
2015,2,Jujuy,37720,20.0,37722,9,7
2015,2,La Pampa,63552,5000.0,64052,10,7
2015,2,La Rioja,16491,180.0,16509,11,7
2015,2,Mendoza,169259,15640.0,170823,12,7
2015,2,Misiones,88512,70.0,88519,13,7
2015,2,Neuquén,95644,22410.0,97885,14,7
2015,2,Río Negro,97640,10870.0,98727,15,7
2015,2,Salta,98264,30.0,98267,16,7
2015,2,San Juan,51367,6210.0,51988,17,7
2015,2,San Luis,12904,3170.0,13221,18,7
2015,2,Santa Cruz,25384,3790.0,25763,19,7
2015,2,Santa Fe,545739,6490.0,546388,20,7
2015,2,Santiago Del Estero,39375,30.0,39378,21,7
2015,2,Tierra Del Fuego,32960,6190.0,33579,22,7
2015,2,Tucumán,140635,420.0,140677,23,7
2015,1,Buenos Aires,2847076,147660.0,2861842,0,7
2015,1,Capital Federal,1321139,115820.0,1332721,1,7
2015,1,Catamarca,25312,200.0,25332,2,7
2015,1,Chaco,81329,310.0,81360,3,7
2015,1,Chubut,63327,19460.0,65273,4,7
2015,1,Córdoba,596663,2940.0,596957,5,7
2015,1,Corrientes,81488,430.0,81531,6,7
2015,1,Entre Ríos,165839,2310.0,166070,7,7
2015,1,Formosa,26657,430.0,26700,8,7
2015,1,Jujuy,36608,30.0,36611,9,7
2015,1,La Pampa,62155,5420.0,62697,10,7
2015,1,La Rioja,16310,230.0,16333,11,7
2015,1,Mendoza,168355,18050.0,170160,12,7
2015,1,Misiones,85139,70.0,85146,13,7
2015,1,Neuquén,93373,23690.0,95742,14,7
2015,1,Río Negro,96145,11880.0,97333,15,7
2015,1,Salta,96793,180.0,96811,16,7
2015,1,San Juan,51117,7020.0,51819,17,7
2015,1,San Luis,12878,3540.0,13232,18,7
2015,1,Santa Cruz,26217,4240.0,26641,19,7
2015,1,Santa Fe,535640,7970.0,536437,20,7
2015,1,Santiago Del Estero,39244,80.0,39252,21,7
2015,1,Tierra Del Fuego,32726,7300.0,33456,22,7
2015,1,Tucumán,138184,920.0,138276,23,7
2014,4,Buenos Aires,2801178,152290.0,2816407,0,8
2014,4,Capital Federal,1318526,119940.0,1330520,1,8
2014,4,Catamarca,25472,210.0,25493,2,8
2014,4,Chaco,65998,370.0,66035,3,8
2014,4,Chubut,66557,19850.0,68542,4,8
2014,4,Córdoba,590113,3190.0,590432,5,8
2014,4,Corrientes,65656,540.0,65710,6,8
2014,4,Entre Ríos,140567,2460.0,140813,7,8
2014,4,Formosa,26156,510.0,26207,8,8
2014,4,Jujuy,35999,30.0,36002,9,8
2014,4,La Pampa,56813,5670.0,57380,10,8
2014,4,La Rioja,16379,230.0,16402,11,8
2014,4,Mendoza,167766,18480.0,169614,12,8
2014,4,Misiones,77222,70.0,77229,13,8
2014,4,Neuquén,92999,23970.0,95396,14,8
2014,4,Río Negro,95050,12100.0,96260,15,8
2014,4,Salta,93921,260.0,93947,16,8
2014,4,San Juan,51390,7290.0,52119,17,8
2014,4,San Luis,12788,3590.0,13147,18,8
2014,4,Santa Cruz,25277,4360.0,25713,19,8
2014,4,Santa Fe,528459,9380.0,529397,20,8
2014,4,Santiago Del Estero,39308,90.0,39317,21,8
2014,4,Tierra Del Fuego,28249,7410.0,28990,22,8
2014,4,Tucumán,137329,950.0,137424,23,8
2014,3,Buenos Aires,2835537,140280.0,2849565,0,8
2014,3,Capital Federal,1307195,106300.0,1317825,1,8
2014,3,Catamarca,24665,210.0,24686,2,8
2014,3,Chaco,63710,360.0,63746,3,8
2014,3,Chubut,67130,20070.0,69137,4,8
2014,3,Córdoba,585231,2000.0,585431,5,8
2014,3,Corrientes,63516,330.0,63549,6,8
2014,3,Entre Ríos,136618,1150.0,136733,7,8
2014,3,Formosa,25873,640.0,25937,8,8
2014,3,Jujuy,33739,20.0,33741,9,8
2014,3,La Pampa,61861,5640.0,62425,10,8
2014,3,La Rioja,15893,230.0,15916,11,8
2014,3,Mendoza,166184,17400.0,167924,12,8
2014,3,Misiones,75327,0.0,75327,13,8
2014,3,Neuquén,100099,22680.0,102367,14,8
2014,3,Río Negro,96629,11510.0,97780,15,8
2014,3,Salta,92929,250.0,92954,16,8
2014,3,San Juan,51031,7480.0,51779,17,8
2014,3,San Luis,12683,3630.0,13046,18,8
2014,3,Santa Cruz,25664,4460.0,26110,19,8
2014,3,Santa Fe,520196,6910.0,520887,20,8
2014,3,Santiago Del Estero,37539,90.0,37548,21,8
2014,3,Tierra Del Fuego,28037,7550.0,28792,22,8
2014,3,Tucumán,131978,880.0,132066,23,8
2014,2,Buenos Aires,2750430,141160.0,2764546,0,8
2014,2,Capital Federal,1299502,107130.0,1310215,1,8
2014,2,Catamarca,24660,230.0,24683,2,8
2014,2,Chaco,63243,360.0,63279,3,8
2014,2,Chubut,68503,20160.0,70519,4,8
2014,2,Córdoba,576747,2050.0,576952,5,8
2014,2,Corrientes,62925,330.0,62958,6,8
2014,2,Entre Ríos,135468,1150.0,135583,7,8
2014,2,Formosa,25535,650.0,25600,8,8
2014,2,Jujuy,34359,20.0,34361,9,8
2014,2,La Pampa,55048,5800.0,55628,10,8
2014,2,La Rioja,15889,230.0,15912,11,8
2014,2,Mendoza,165046,17610.0,166807,12,8
2014,2,Misiones,74689,0.0,74689,13,8
2014,2,Neuquén,90053,22350.0,92288,14,8
2014,2,Río Negro,94812,11450.0,95957,15,8
2014,2,Salta,91949,250.0,91974,16,8
2014,2,San Juan,50891,7550.0,51646,17,8
2014,2,San Luis,12691,3640.0,13055,18,8
2014,2,Santa Cruz,26710,4590.0,27169,19,8
2014,2,Santa Fe,511753,6050.0,512358,20,8
2014,2,Santiago Del Estero,38002,90.0,38011,21,8
2014,2,Tierra Del Fuego,27443,7660.0,28209,22,8
2014,2,Tucumán,131981,880.0,132069,23,8
2014,1,Buenos Aires,2725732,141440.0,2739876,0,8
2014,1,Capital Federal,1289204,107140.0,1299918,1,8
2014,1,Catamarca,24209,230.0,24232,2,8
2014,1,Chaco,62520,360.0,62556,3,8
2014,1,Chubut,68205,20160.0,70221,4,8
2014,1,Córdoba,566705,2050.0,566910,5,8
2014,1,Corrientes,62203,330.0,62236,6,8
2014,1,Entre Ríos,134216,1150.0,134331,7,8
2014,1,Formosa,25335,870.0,25422,8,8
2014,1,Jujuy,33825,20.0,33827,9,8
2014,1,La Pampa,53601,5920.0,54193,10,8
2014,1,La Rioja,15688,230.0,15711,11,8
2014,1,Mendoza,164084,17610.0,165845,12,8
2014,1,Misiones,73950,0.0,73950,13,8
2014,1,Neuquén,88077,23030.0,90380,14,8
2014,1,Río Negro,93909,11570.0,95066,15,8
2014,1,Salta,91265,250.0,91290,16,8
2014,1,San Juan,50543,7550.0,51298,17,8
2014,1,San Luis,12193,3640.0,12557,18,8
2014,1,Santa Cruz,26304,4600.0,26764,19,8
2014,1,Santa Fe,506000,6120.0,506612,20,8
2014,1,Santiago Del Estero,37124,90.0,37133,21,8
2014,1,Tierra Del Fuego,27272,7660.0,28038,22,8
2014,1,Tucumán,129944,880.0,130032,23,8
