,Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total
468,2018,1,Mendoza,1530,370,30,60,20,2010
469,2018,1,Misiones,560,470,3280,50,560,1040
470,2018,1,Neuquén,470,550,10,120,30,1180
471,2018,1,Río Negro,690,320,10,40,50,1110
472,2018,1,Salta,800,520,1180,2040,10,1330
473,2018,1,San Juan,540,50,8260,20,10,630
474,2018,1,San Luis,110,80,3680,160,20,210
475,2018,1,Santa Cruz,190,40,20,70,30,340
476,2018,1,Santa Fe,3420,3000,110,120,150,6800
477,2018,1,Santiago Del Estero,270,550,230,10,810,830
478,2018,1,Tierra Del Fuego,190,100,5310,10,20,320
479,2018,1,Tucumán,1590,90,1070,3680,500,1680
480,2017,4,Buenos Aires,10,20,1310,600,310,30
481,2017,4,Capital Federal,5710,9620,360,30,100,20
482,2017,4,Catamarca,270,2630,110,10,20,300
483,2017,4,Chaco,550,400,3890,3800,10,970
484,2017,4,Chubut,560,150,10,140,70,930
485,2017,4,Córdoba,3500,3250,130,120,110,7100
486,2017,4,Corrientes,570,350,8940,10,350,940
487,2017,4,Entre Ríos,1080,740,20,100,860,1940
488,2017,4,Formosa,230,70,190,20,510,320
489,2017,4,Jujuy,340,100,200,280,340,440
490,2017,4,La Pampa,110,500,80,110,20,820
491,2017,4,La Rioja,170,350,140,2530,310,520
492,2017,4,Mendoza,1530,160,30,60,20,1800
493,2017,4,Misiones,560,470,950,50,540,1040
494,2017,4,Neuquén,470,540,10,120,30,1170
495,2017,4,Río Negro,690,300,10,40,50,1100
496,2017,4,Salta,810,500,1270,1580,10,1330
497,2017,4,San Juan,540,4510,8120,20,10,590
498,2017,4,San Luis,110,10,3350,170,20,150
499,2017,4,Santa Cruz,190,20,5820,50,40,290
500,2017,4,Santa Fe,3420,2940,110,110,150,6720
501,2017,4,Santiago Del Estero,270,400,190,10,800,690
502,2017,4,Tierra Del Fuego,190,70,5300,10,20,290
503,2017,4,Tucumán,1570,50,1050,1020,3190,1620
504,2017,3,Buenos Aires,10,20,1250,350,390,30
505,2017,3,Capital Federal,5830,9410,330,30,100,20
506,2017,3,Catamarca,270,40,120,10,20,330
507,2017,3,Chaco,550,370,4560,360,10,940
508,2017,3,Chubut,560,60,10,140,70,840
509,2017,3,Córdoba,3450,3190,110,70,150,6970
510,2017,3,Corrientes,560,340,9470,10,270,930
511,2017,3,Entre Ríos,1080,700,20,60,630,1850
512,2017,3,Formosa,230,70,4280,20,120,320
513,2017,3,Jujuy,340,90,200,230,80,430
514,2017,3,La Pampa,110,500,50,120,20,800
515,2017,3,La Rioja,170,350,140,2520,250,520
516,2017,3,Mendoza,1540,340,30,290,20,1920
517,2017,3,Misiones,560,440,1100,50,90,1000
518,2017,3,Neuquén,480,520,10,120,30,1160
519,2017,3,Río Negro,690,300,10,30,40,1070
520,2017,3,Salta,810,500,1270,1580,10,1330
521,2017,3,San Juan,540,50,8160,10,10,620
522,2017,3,San Luis,110,80,3470,260,20,220
523,2017,3,Santa Cruz,190,50,20,50,30,340
524,2017,3,Santa Fe,3230,2910,60,50,370,6620
525,2017,3,Santiago Del Estero,280,540,190,9110,350,830
526,2017,3,Tierra Del Fuego,220,70,6220,10,20,310
527,2017,3,Tucumán,1540,60,1060,400,3050,1610
528,2017,2,Buenos Aires,10,20,1190,220,240,30
529,2017,2,Capital Federal,6150,9320,390,30,110,20
530,2017,2,Catamarca,260,2550,140,10,340,270
531,2017,2,Chaco,540,360,4580,520,390,910
532,2017,2,Chubut,440,10,9160,130,50,640
533,2017,2,Córdoba,3420,3030,40,60,20,6580
534,2017,2,Corrientes,550,330,2580,10,310,900
535,2017,2,Entre Ríos,1080,680,2540,60,710,1830
536,2017,2,Formosa,220,60,170,10,130,300
537,2017,2,Jujuy,340,90,220,0,350,430
538,2017,2,La Pampa,130,480,50,60,5110,730
539,2017,2,La Rioja,160,0,150,20,280,160
540,2017,2,Mendoza,1530,130,30,270,20,1710
541,2017,2,Misiones,570,430,1030,50,90,1000
542,2017,2,Neuquén,520,500,10,120,30,1170
543,2017,2,Río Negro,670,290,9610,30,10,1020
544,2017,2,Salta,800,270,1150,1580,8040,1090
545,2017,2,San Juan,490,4510,7720,10,9150,520
546,2017,2,San Luis,110,10,3540,260,3750,130
547,2017,2,Santa Cruz,150,30,10,50,20,260
548,2017,2,Santa Fe,3300,2280,30,50,10,5670
549,2017,2,Santiago Del Estero,280,40,190,9110,290,330
550,2017,2,Tierra Del Fuego,230,70,6650,10,20,330
551,2017,2,Tucumán,1490,50,1160,140,450,1540
552,2017,1,Buenos Aires,20,10,1190,210,240,30
553,2017,1,Capital Federal,4290,9180,380,30,110,10
554,2017,1,Catamarca,260,2480,140,10,340,260
555,2017,1,Chaco,540,340,2520,520,390,890
556,2017,1,Chubut,440,9990,9160,130,50,640
557,2017,1,Córdoba,3360,2930,50,60,10,6410
558,2017,1,Corrientes,550,320,2360,10,310,890
559,2017,1,Entre Ríos,1090,650,2300,60,710,1800
560,2017,1,Formosa,220,60,160,10,130,300
561,2017,1,Jujuy,340,90,220,0,340,430
562,2017,1,La Pampa,130,470,50,60,5170,720
563,2017,1,La Rioja,160,0,150,20,280,160
564,2017,1,Mendoza,1530,130,30,270,20,1710
565,2017,1,Misiones,570,400,1010,50,80,980
566,2017,1,Neuquén,520,480,10,120,30,1150
567,2017,1,Río Negro,670,290,9540,30,10,1010
568,2017,1,Salta,800,270,1140,1580,6790,1080
569,2017,1,San Juan,490,4510,7720,10,9070,520
570,2017,1,San Luis,110,10,3540,260,3750,130
571,2017,1,Santa Cruz,160,30,10,50,20,260
572,2017,1,Santa Fe,3270,2260,30,50,10,5630
573,2017,1,Santiago Del Estero,300,40,190,9110,290,340
574,2017,1,Tierra Del Fuego,230,70,6650,10,20,330
575,2017,1,Tucumán,1470,50,1160,140,450,1530
576,2016,4,Buenos Aires,20,10,1190,210,240,30
577,2016,4,Capital Federal,4350,9150,380,30,110,10
578,2016,4,Catamarca,270,2500,140,10,340,270
579,2016,4,Chaco,550,340,2480,520,390,890
580,2016,4,Chubut,440,9550,9160,130,50,640
581,2016,4,Córdoba,3370,2890,30,60,7890,6370
582,2016,4,Corrientes,550,310,2330,10,310,880
583,2016,4,Entre Ríos,1090,640,2260,60,710,1800
584,2016,4,Formosa,220,60,160,10,130,300
585,2016,4,Jujuy,340,90,220,0,340,430
586,2016,4,La Pampa,130,470,50,60,5220,720
587,2016,4,La Rioja,160,0,160,20,280,160
588,2016,4,Mendoza,1530,130,30,270,20,1710
589,2016,4,Misiones,580,390,1000,50,80,970
590,2016,4,Neuquén,520,460,10,120,30,1140
591,2016,4,Río Negro,670,280,9540,30,10,1010
592,2016,4,Salta,790,270,1100,1580,6210,1070
593,2016,4,San Juan,490,4510,7720,10,9070,520
594,2016,4,San Luis,110,10,3540,260,3750,130
595,2016,4,Santa Cruz,160,30,10,50,20,260
596,2016,4,Santa Fe,3270,2260,30,50,10,5620
597,2016,4,Santiago Del Estero,300,40,190,9110,290,350
598,2016,4,Tierra Del Fuego,230,70,6650,10,20,330
599,2016,4,Tucumán,1470,40,1160,140,450,1520
600,2016,3,Buenos Aires,20,10,1130,190,240,30
601,2016,3,Capital Federal,4480,9050,370,30,110,10
602,2016,3,Catamarca,270,2480,140,10,180,270
603,2016,3,Chaco,560,330,2320,20,150,890
604,2016,3,Chubut,440,9350,9160,130,50,640
605,2016,3,Córdoba,3480,2850,30,60,3950,6430
606,2016,3,Corrientes,560,310,2170,10,220,880
607,2016,3,Entre Ríos,1130,620,2060,60,640,1810
608,2016,3,Formosa,220,60,90,0,20,280
609,2016,3,Jujuy,340,80,220,0,300,430
610,2016,3,La Pampa,130,460,50,60,5150,700
611,2016,3,La Rioja,170,0,150,20,220,170
612,2016,3,Mendoza,1530,130,30,280,20,1710
613,2016,3,Misiones,600,380,790,50,70,980
614,2016,3,Neuquén,520,450,10,120,30,1130
615,2016,3,Río Negro,670,280,9420,30,10,1010
616,2016,3,Salta,810,260,900,1570,5650,1080
617,2016,3,San Juan,490,4510,7700,10,9030,520
618,2016,3,San Luis,110,10,3540,230,3710,130
619,2016,3,Santa Cruz,160,30,8170,50,20,260
620,2016,3,Santa Fe,3350,2230,30,50,10,5670
621,2016,3,Santiago Del Estero,320,40,190,30,80,360
622,2016,3,Tierra Del Fuego,230,60,6650,10,20,320
623,2016,3,Tucumán,1470,40,1160,530,410,1510
624,2016,2,Buenos Aires,20,10,1130,210,260,30
625,2016,2,Capital Federal,4510,8920,370,20,130,10
626,2016,2,Catamarca,260,2450,140,10,340,270
627,2016,2,Chaco,560,320,2210,520,410,880
628,2016,2,Chubut,440,8670,9160,130,50,640
629,2016,2,Córdoba,3490,2780,20,60,10,6350
630,2016,2,Corrientes,560,300,2030,10,430,870
631,2016,2,Entre Ríos,1130,590,1690,60,1930,1780
632,2016,2,Formosa,220,60,60,10,140,290
633,2016,2,Jujuy,340,70,220,0,350,410
634,2016,2,La Pampa,130,450,50,60,5470,690
635,2016,2,La Rioja,170,0,150,20,280,170
636,2016,2,Mendoza,1530,130,30,290,20,1710
637,2016,2,Misiones,600,360,770,50,150,960
638,2016,2,Neuquén,520,420,10,120,30,1110
639,2016,2,Río Negro,670,280,9390,30,10,1010
640,2016,2,Salta,790,250,850,1510,5390,1050
641,2016,2,San Juan,490,4510,7700,10,9080,520
642,2016,2,San Luis,110,10,3540,300,3770,130
643,2016,2,Santa Cruz,150,30,3960,50,30,260
644,2016,2,Santa Fe,3360,2190,30,50,10,5640
645,2016,2,Santiago Del Estero,320,40,190,9110,300,370
646,2016,2,Tierra Del Fuego,230,60,6650,10,20,310
647,2016,2,Tucumán,1450,30,1160,580,490,1490
648,2016,1,Buenos Aires,20,10,1110,210,260,30
649,2016,1,Capital Federal,4540,8320,360,20,130,10
650,2016,1,Catamarca,260,2430,150,10,340,260
651,2016,1,Chaco,560,300,2110,520,410,870
652,2016,1,Chubut,440,8340,9160,130,50,640
653,2016,1,Córdoba,3510,2520,6740,60,3860,6100
654,2016,1,Corrientes,550,280,1920,10,450,860
655,2016,1,Entre Ríos,1130,550,1460,60,1930,1750
656,2016,1,Formosa,220,50,50,10,140,280
657,2016,1,Jujuy,330,70,220,0,350,400
658,2016,1,La Pampa,130,420,50,60,5490,660
659,2016,1,La Rioja,170,0,160,20,280,170
660,2016,1,Mendoza,1530,130,30,340,20,1710
661,2016,1,Misiones,600,330,700,50,150,930
662,2016,1,Neuquén,520,360,10,130,30,1040
663,2016,1,Río Negro,670,270,9370,30,10,1000
664,2016,1,Salta,790,230,730,1320,5070,1020
665,2016,1,San Juan,490,4510,7700,10,9080,520
666,2016,1,San Luis,110,10,3540,270,3770,130
667,2016,1,Santa Cruz,160,30,3960,50,20,260
668,2016,1,Santa Fe,3380,2050,30,50,10,5520
669,2016,1,Santiago Del Estero,330,40,190,9110,300,380
670,2016,1,Tierra Del Fuego,230,50,6650,10,20,300
671,2016,1,Tucumán,1440,20,1160,740,490,1470
672,2015,4,Buenos Aires,20,10,1030,200,260,30
673,2015,4,Capital Federal,4550,8800,200,20,130,10
674,2015,4,Catamarca,260,2420,150,10,340,260
675,2015,4,Chaco,570,290,1860,520,410,870
676,2015,4,Chubut,440,8110,9160,140,50,640
677,2015,4,Córdoba,3540,2660,4800,60,3850,6260
678,2015,4,Corrientes,560,280,1770,10,450,850
679,2015,4,Entre Ríos,1140,530,1220,60,1940,1740
680,2015,4,Formosa,220,50,40,10,140,280
681,2015,4,Jujuy,330,70,220,0,350,400
682,2015,4,La Pampa,130,430,40,60,3740,660
683,2015,4,La Rioja,170,0,160,20,280,170
684,2015,4,Mendoza,1530,130,30,380,20,1710
685,2015,4,Misiones,600,330,480,50,150,930
686,2015,4,Neuquén,520,390,10,130,30,1070
687,2015,4,Río Negro,670,270,9150,30,10,1000
688,2015,4,Salta,790,220,470,1290,5540,1020
689,2015,4,San Juan,490,4510,7700,10,9080,520
690,2015,4,San Luis,110,10,3540,300,3770,130
691,2015,4,Santa Cruz,160,30,3960,50,20,260
692,2015,4,Santa Fe,3400,2130,30,50,10,5620
693,2015,4,Santiago Del Estero,340,40,190,10,300,390
694,2015,4,Tierra Del Fuego,230,40,6650,10,20,300
695,2015,4,Tucumán,1440,20,1160,880,500,1460
696,2015,3,Buenos Aires,20,10,1140,200,260,30
697,2015,3,Capital Federal,4550,8710,310,20,130,10
698,2015,3,Catamarca,260,2420,150,10,340,260
699,2015,3,Chaco,560,290,1860,520,410,850
700,2015,3,Chubut,440,7920,9160,130,50,640
701,2015,3,Córdoba,3520,2640,10,50,3890,6230
702,2015,3,Corrientes,560,280,1760,10,470,850
703,2015,3,Entre Ríos,1140,520,1220,60,1970,1720
704,2015,3,Formosa,220,50,20,8990,140,280
705,2015,3,Jujuy,330,70,220,0,350,400
706,2015,3,La Pampa,130,420,40,60,5570,650
707,2015,3,La Rioja,170,0,160,20,280,170
708,2015,3,Mendoza,1530,130,30,420,20,1710
709,2015,3,Misiones,600,320,460,50,150,920
710,2015,3,Neuquén,470,370,10,130,30,1010
711,2015,3,Río Negro,670,270,9170,30,10,1000
712,2015,3,Salta,780,220,470,1290,6450,1010
713,2015,3,San Juan,490,4510,7700,10,9080,520
714,2015,3,San Luis,110,10,3540,310,3770,130
715,2015,3,Santa Cruz,160,30,3960,50,20,260
716,2015,3,Santa Fe,3370,2100,40,40,10,5570
717,2015,3,Santiago Del Estero,340,40,190,10,300,390
718,2015,3,Tierra Del Fuego,230,80,6650,10,20,340
719,2015,3,Tucumán,1430,10,1160,880,500,1440
720,2015,2,Buenos Aires,20,10,1160,190,260,30
721,2015,2,Capital Federal,4530,8580,200,20,130,10
722,2015,2,Catamarca,250,2420,150,10,340,260
723,2015,2,Chaco,560,280,1790,520,410,840
724,2015,2,Chubut,440,7620,9160,130,50,630
725,2015,2,Córdoba,3480,2560,4350,50,3860,6100
726,2015,2,Corrientes,550,270,1570,10,470,830
727,2015,2,Entre Ríos,1130,500,1190,60,1970,1690
728,2015,2,Formosa,210,50,20,7370,500,270
729,2015,2,Jujuy,320,50,220,0,350,380
730,2015,2,La Pampa,130,410,40,60,5620,640
731,2015,2,La Rioja,160,0,160,20,280,170
732,2015,2,Mendoza,1530,130,30,380,20,1710
733,2015,2,Misiones,590,290,370,50,150,890
734,2015,2,Neuquén,470,340,10,130,30,980
735,2015,2,Río Negro,670,260,9160,30,10,990
736,2015,2,Salta,770,200,470,1290,5800,980
737,2015,2,San Juan,490,4510,7700,10,9080,520
738,2015,2,San Luis,110,10,3540,330,3770,130
739,2015,2,Santa Cruz,150,30,3960,50,20,260
740,2015,2,Santa Fe,3330,2050,30,40,10,5460
741,2015,2,Santiago Del Estero,340,40,190,10,300,390
742,2015,2,Tierra Del Fuego,230,80,6650,10,20,340
743,2015,2,Tucumán,1400,4790,1160,880,500,1410
744,2015,1,Buenos Aires,20,10,1340,190,290,30
745,2015,1,Capital Federal,4550,8420,190,20,150,10
746,2015,1,Catamarca,250,2410,160,10,410,250
747,2015,1,Chaco,550,260,1640,270,560,810
748,2015,1,Chubut,460,7170,9060,130,50,650
749,2015,1,Córdoba,3440,2480,4150,50,4500,5970
750,2015,1,Corrientes,550,250,1290,10,620,820
751,2015,1,Entre Ríos,1120,470,1080,60,2450,1660
752,2015,1,Formosa,210,50,10,6700,560,270
753,2015,1,Jujuy,320,50,220,0,360,370
754,2015,1,La Pampa,130,400,30,60,6040,630
755,2015,1,La Rioja,160,0,160,20,330,160
756,2015,1,Mendoza,1520,130,30,290,20,1700
757,2015,1,Misiones,580,270,300,50,130,850
758,2015,1,Neuquén,480,320,10,120,30,960
759,2015,1,Río Negro,660,250,9070,30,10,970
760,2015,1,Salta,760,200,470,1290,5740,970
761,2015,1,San Juan,480,4510,7550,10,10,520
762,2015,1,San Luis,110,10,3510,300,4120,130
763,2015,1,Santa Cruz,160,30,3920,50,30,270
764,2015,1,Santa Fe,3290,1990,30,40,20,5360
765,2015,1,Santiago Del Estero,340,40,190,10,350,390
766,2015,1,Tierra Del Fuego,220,80,6570,10,30,330
767,2015,1,Tucumán,1380,1150,1160,880,1000,1380
768,2014,4,Buenos Aires,20,10,1210,180,320,30
769,2014,4,Capital Federal,4560,8400,170,20,150,10
770,2014,4,Catamarca,250,2410,160,0,440,250
771,2014,4,Chaco,550,110,310,0,620,660
772,2014,4,Chubut,490,6970,8910,120,60,690
773,2014,4,Córdoba,3450,2400,4190,40,4860,5900
774,2014,4,Corrientes,550,100,400,10,750,660
775,2014,4,Entre Ríos,1120,230,570,50,2600,1410
776,2014,4,Formosa,210,50,10,0,650,260
777,2014,4,Jujuy,310,50,220,370,110,360
778,2014,4,La Pampa,160,340,5140,60,6480,570
779,2014,4,La Rioja,160,0,170,0,330,160
780,2014,4,Mendoza,1520,130,30,310,20,1700
781,2014,4,Misiones,580,190,160,1500,150,770
782,2014,4,Neuquén,480,320,10,120,30,950
783,2014,4,Río Negro,660,240,9010,40,20,960
784,2014,4,Salta,760,170,480,60,5780,940
785,2014,4,San Juan,490,4510,7400,10,10,520
786,2014,4,San Luis,110,9260,3550,240,4230,130
787,2014,4,Santa Cruz,180,4480,3880,40,30,260
788,2014,4,Santa Fe,3350,1830,30,60,20,5290
789,2014,4,Santiago Del Estero,340,40,190,9200,370,390
790,2014,4,Tierra Del Fuego,220,40,6550,10,30,290
791,2014,4,Tucumán,1370,970,1160,130,1050,1370
792,2014,3,Buenos Aires,20,10,1240,200,320,30
793,2014,3,Capital Federal,4500,8330,180,20,140,10
794,2014,3,Catamarca,240,2440,150,0,470,250
795,2014,3,Chaco,530,100,290,10,590,640
796,2014,3,Chubut,490,6680,8820,120,70,690
797,2014,3,Córdoba,3400,2400,4440,40,3770,5850
798,2014,3,Corrientes,530,90,310,10,650,640
799,2014,3,Entre Ríos,1090,220,480,50,1350,1370
800,2014,3,Formosa,210,50,0,0,800,260
801,2014,3,Jujuy,300,40,220,370,130,340
802,2014,3,La Pampa,160,340,5380,110,6770,620
803,2014,3,La Rioja,160,0,140,10,370,160
804,2014,3,Mendoza,1500,130,30,400,20,1680
805,2014,3,Misiones,570,180,40,30,140,750
806,2014,3,Neuquén,540,310,10,130,30,1020
807,2014,3,Río Negro,650,270,8880,40,20,980
808,2014,3,Salta,740,180,430,1090,5800,930
809,2014,3,San Juan,480,4510,7310,10,10,520
810,2014,3,San Luis,110,9250,3550,250,4380,130
811,2014,3,Santa Cruz,180,4920,3850,40,30,260
812,2014,3,Santa Fe,3260,1840,40,70,7330,5210
813,2014,3,Santiago Del Estero,330,40,190,7680,410,380
814,2014,3,Tierra Del Fuego,220,30,6500,10,30,290
815,2014,3,Tucumán,1320,970,1170,130,1000,1320
816,2014,2,Buenos Aires,20,10,1200,170,330,30
817,2014,2,Capital Federal,4480,8280,180,20,150,10
818,2014,2,Catamarca,240,2430,170,0,430,250
819,2014,2,Chaco,530,100,300,0,580,630
820,2014,2,Chubut,510,6490,8660,110,70,710
821,2014,2,Córdoba,3380,2350,3510,40,3740,5770
822,2014,2,Corrientes,530,90,310,10,550,630
823,2014,2,Entre Ríos,1090,220,490,50,1330,1360
824,2014,2,Formosa,210,50,0,0,780,260
825,2014,2,Jujuy,300,40,230,400,90,340
826,2014,2,La Pampa,160,330,5130,60,6890,560
827,2014,2,La Rioja,160,0,140,0,340,160
828,2014,2,Mendoza,1490,130,20,360,20,1670
829,2014,2,Misiones,570,180,40,1500,80,750
830,2014,2,Neuquén,480,300,9970,110,30,920
831,2014,2,Río Negro,650,250,8760,40,20,960
832,2014,2,Salta,740,180,450,70,5770,920
833,2014,2,San Juan,480,4510,7220,10,10,520
834,2014,2,San Luis,110,9250,3540,220,4480,130
835,2014,2,Santa Cruz,190,4480,3810,40,30,270
836,2014,2,Santa Fe,3240,1780,30,60,6360,5120
837,2014,2,Santiago Del Estero,330,40,190,9070,340,380
838,2014,2,Tierra Del Fuego,220,30,6480,10,30,280
839,2014,2,Tucumán,1320,970,1210,130,980,1320
840,2014,1,Buenos Aires,20,10,1210,170,340,30
841,2014,1,Capital Federal,4460,8200,180,20,150,10
842,2014,1,Catamarca,240,460,170,0,430,240
843,2014,1,Chaco,530,90,300,0,580,630
844,2014,1,Chubut,510,5390,8660,110,70,700
845,2014,1,Córdoba,3370,2260,3470,40,3680,5670
846,2014,1,Corrientes,530,80,310,10,550,620
847,2014,1,Entre Ríos,1080,210,490,50,1330,1340
848,2014,1,Formosa,210,50,0,0,1000,250
849,2014,1,Jujuy,300,40,230,0,90,340
850,2014,1,La Pampa,160,310,5130,60,7010,540
851,2014,1,La Rioja,160,0,140,0,340,160
852,2014,1,Mendoza,1490,120,20,370,20,1660
853,2014,1,Misiones,570,170,40,1500,80,740
854,2014,1,Neuquén,480,280,9970,100,30,900
855,2014,1,Río Negro,650,240,8760,40,20,950
856,2014,1,Salta,730,180,450,80,5680,910
857,2014,1,San Juan,480,4340,7220,8080,10,510
858,2014,1,San Luis,110,4280,3540,210,4480,130
859,2014,1,Santa Cruz,190,1000,3810,40,30,270
860,2014,1,Santa Fe,3230,1740,30,60,6440,5070
861,2014,1,Santiago Del Estero,330,40,190,9150,340,370
862,2014,1,Tierra Del Fuego,220,30,6480,10,30,280
863,2014,1,Tucumán,1300,830,1210,130,980,1300
